full_name,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,language,has_issues,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,default_branch,subscribers_count,uuid,source_name,license,private,contributions_count,has_readme,has_changelog,has_contributing,has_license,has_coc,has_threat_model,has_audit,status,last_synced_at,rank,host_type,host_domain,name,scm,fork_policy,github_id,pull_requests_enabled,logo_url,github_contributions_count,keywords,code_of_conduct_url,contribution_guidelines_url,funding_urls,security_policy_url
kinisi-dev/kinisi,A Python package for estimating diffusion properties from molecular dynamics simulations.,False,2020-01-17T18:51:27.000Z,2025-09-05T09:36:19.496Z,2025-09-05T09:35:08.000Z,https://kinisi.readthedocs.io,169725.0,73.0,Python,True,True,False,12,,4.0,main,5.0,234615398,,MIT,False,8,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-09-05T09:36:19.495Z,8,GitHub,,kinisi,git,,234615398,,,8,"['diffusion', 'molecular-dynamics', 'python']",https://github.com/kinisi-dev/kinisi/blob/main/CODE_OF_CONDUCT.md,https://github.com/kinisi-dev/kinisi/blob/main/CONTRIBUTING.md,[],
KingsburyLab/pyEQL,A Python library for solution chemistry,False,2013-11-05T22:23:57.000Z,2025-08-19T07:42:18.370Z,2025-08-19T07:40:05.000Z,,4086.0,70.0,Python,True,False,False,22,,20.0,main,3.0,14155947,,Other,False,14,README.md,CHANGELOG.md,docs/contributing.md,COPYING,,,,,2025-08-19T07:42:18.370Z,6,GitHub,,pyEQL,git,,14155947,,,14,[],,https://github.com/KingsburyLab/pyEQL/blob/main/docs/contributing.md,[],
mcocdawc/chemcoord,A python module for manipulating cartesian and internal coordinates.,False,2016-01-13T14:26:07.000Z,2024-05-10T11:41:03.731Z,2024-05-08T11:02:57.000Z,,4773.0,67.0,Python,True,True,False,18,,5.0,master,7.0,49578714,,LGPL-3.0,False,6,README.rst,CHANGELOG.md,,LICENSE.md,,,,,2024-05-10T11:41:03.730Z,7,GitHub,,chemcoord,git,,49578714,,,6,"['chemical', 'cheminformatics', 'chemistry', 'physics', 'physics-simulation', 'python', 'python-library', 'theoretical-spectroscopy']",,,[],
materialsproject/emmet,Be a master builder of databases of material properties. Avoid the Kragle.,False,2017-06-13T20:53:06.000Z,2025-09-04T19:15:41.361Z,2025-09-04T16:40:10.000Z,https://materialsproject.github.io/emmet/,223739.0,63.0,Python,True,True,True,77,,19.0,main,8.0,94256895,,Other,False,42,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2025-08-18T23:08:02.237Z,10,GitHub,,emmet,git,,94256895,,,42,[],https://github.com/materialsproject/emmet/blob/main/CODE_OF_CONDUCT.md,,[],
kumagai-group/pydefect,Python library for point-defect calculations in non-metallic solids based on first-principle calculations with the VASP code.,False,2020-05-13T06:19:00.000Z,2025-08-26T17:58:58.948Z,2025-08-26T05:37:04.000Z,https://kumagai-group.github.io/pydefect/,25824.0,62.0,Python,True,True,True,23,,9.0,master,2.0,263542692,,MIT,False,3,README.md,,,LICENSE,,,,,2025-08-12T01:59:03.086Z,10,GitHub,,pydefect,git,,263542692,,,3,"['point-defects', 'python3', 'vasp', 'vasp-calculations']",,,[],
atomind-ai/mlip-arena,"Fair and transparent benchmark of machine learning interatomic potentials (MLIPs), beyond basic error metrics https://openreview.net/forum?id=ysKfIavYQE",False,2024-09-06T04:42:03.548Z,2025-08-07T22:35:07.396Z,2025-08-07T22:30:23.000Z,https://huggingface.co/spaces/atomind/mlip-arena,21062.0,61.0,Jupyter Notebook,True,False,False,5,,11.0,main,0.0,776930320,,Apache-2.0,False,2,README.md,,,LICENSE,,,,,2025-08-07T22:35:07.395Z,7,GitHub,,mlip-arena,git,,776930320,,,2,"['benchmark-framework', 'interatomic-potentials', 'machine-learning', 'materials', 'molecules', 'quantum-chemistry']",,,[],
NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen,False,2018-11-20T23:55:23.000Z,2025-08-09T10:19:52.366Z,2024-02-24T20:11:49.000Z,,587.0,60.0,Python,True,True,False,35,,2.0,master,6.0,158466097,,Other,False,3,README.md,,,LICENSE,,,,,2022-04-27T17:10:48.462Z,5,GitHub,,nfp,git,,158466097,,,3,[],,,[],
materialsproject/pymatgen-analysis-defects,Defect analysis modules for pymatgen,False,2022-01-27T22:59:01.000Z,2025-09-04T19:15:41.583Z,2025-09-01T18:52:57.000Z,https://materialsproject.github.io/pymatgen-analysis-defects,270688.0,54.0,Python,True,True,True,13,,5.0,main,8.0,452872799,,Other,False,12,README.md,,,LICENSE,code-of-conduct.md,,,,2025-01-19T04:24:04.051Z,10,GitHub,,pymatgen-analysis-defects,git,,452872799,,,12,[],https://github.com/materialsproject/pymatgen-analysis-defects/blob/main/code-of-conduct.md,,[],
lipelopesoliveira/pyCOFBuilder,"A package for Covalent Organic Frameworks structure assembly based on specific building block, topology and functional groups based on the reticular approach",False,2021-05-30T21:44:39.000Z,2025-05-01T13:42:34.575Z,2025-05-01T13:11:27.000Z,https://lipelopesoliveira.github.io/pyCOFBuilder/,32653.0,53.0,Python,True,True,True,4,,6.0,master,1.0,372320930,,MIT,False,1,README.md,CHANGELOG.rst,,LICENSE,CODE_OF_CONDUCT.md,,,,2025-05-01T13:42:34.574Z,7,GitHub,,pyCOFBuilder,git,,372320930,,,1,"['computational-chemistry', 'covalent-organic-frameworks', 'machine-learning', 'reticular-chemistry']",https://github.com/lipelopesoliveira/pyCOFBuilder/blob/master/CODE_OF_CONDUCT.md,,[],
spglib/moyo,Library for Crystal Symmetry in Rust,False,2023-10-29T01:07:47.000Z,2025-08-25T06:55:42.681Z,2025-08-24T10:42:07.000Z,https://docs.rs/moyo/latest/moyo/,9945.0,53.0,Rust,True,False,True,1,,6.0,main,3.0,711348076,,Apache-2.0,False,3,README.md,,,LICENSE-APACHE,,,,,2025-07-02T01:30:08.152Z,6,GitHub,,moyo,git,,711348076,,,3,"['crystallography', 'materials-science', 'python', 'rust', 'symmetry']",,,[],
Sangwon91/PORMAKE,Python library for the construction of porous materials using topology and building blocks.,False,2019-05-27T03:54:44.000Z,2024-06-27T11:51:02.429Z,2024-06-27T11:29:24.000Z,,36836.0,50.0,Python,True,True,False,11,,7.0,main,3.0,188767761,,MIT,False,2,README.md,,,LICENSE.md,,,,,2024-06-27T11:51:02.428Z,5,GitHub,,PORMAKE,git,,188767761,,,2,[],,,[],
dgehringer/sqsgenerator,A command line tool written in Python/C++ for finding optimized SQS structures,False,2018-01-09T16:37:33.000Z,2025-07-24T22:18:46.155Z,2025-07-24T21:50:32.000Z,https://sqsgenerator.readthedocs.io/,2017.0,50.0,C++,True,True,False,11,,2.0,master,4.0,116842157,,MIT,False,2,README.md,,,LICENSE,,,,,2025-07-24T17:34:03.159Z,7,GitHub,,sqsgenerator,git,,116842157,,,2,"['alloy', 'materials-science', 'mpi', 'openmp', 'python3', 'random']",,,[],
materialsproject/pymatgen-db,Pymatgen-db provides an addon to the Python Materials Genomics (pymatgen) library (https://pypi.python.org/pypi/pymatgen) that allows the creation of Materials Project-style databases for management of materials data.,False,2013-02-27T15:03:19.000Z,2025-09-04T19:15:41.118Z,2025-09-04T02:50:52.000Z,https://pypi.python.org/pypi/pymatgen-db,52847.0,50.0,Python,True,True,True,40,,2.0,master,37.0,8458443,,MIT,False,19,README.rst,CHANGES.rst,,LICENSE,,,,,2023-07-18T14:49:03.736Z,9,GitHub,,pymatgen-db,git,,8458443,,,19,[],https://github.com/materialsproject/.github/blob/main/.github/code_of_conduct.md,,[],
aiida-vasp/aiida-vasp,A plugin to AiiDA for running simulations with VASP,False,2016-09-28T13:30:10.000Z,2024-12-12T09:09:35.026Z,2024-12-12T08:59:42.000Z,https://aiida-vasp-plugin.readthedocs.org/en/latest,24981.0,48.0,Python,True,True,False,45,,72.0,develop,9.0,69466114,,Other,False,18,README.md,CHANGELOG.md,,LICENSE.txt,,,,,2024-12-12T09:09:35.026Z,7,GitHub,,aiida-vasp,git,,69466114,,,18,"['ab-initio', 'aiida', 'aiida-vasp', 'materials-science', 'vasp']",,,[],
VlachosGroup/pMuTT,Python Multiscale Thermochemistry Toolbox (pMuTT),False,2018-07-02T21:24:57.000Z,2025-07-15T02:39:30.572Z,2025-07-13T15:25:04.000Z,https://vlachosgroup.github.io/pMuTT/,86190.0,47.0,Python,True,True,True,25,,27.0,master,9.0,139496669,,,False,8,README.rst,,,LICENSE.md,,,,,2024-04-21T17:38:01.868Z,7,GitHub,,pMuTT,git,,139496669,,,8,"['dft-to-thermdat', 'nasa', 'thermdat', 'thermochemistry']",,,[],
pyiron/pyiron_atomistics,pyiron_atomistics - an integrated development environment (IDE) for atomistic simulation in computational materials science.,False,2021-01-09T09:27:40.000Z,2025-08-26T18:13:08.374Z,2025-08-26T05:56:03.000Z,https://pyiron-atomistics.readthedocs.io,58380.0,46.0,Python,True,False,False,18,,146.0,main,8.0,328118878,,BSD-3-Clause,False,47,README.md,CHANGELOG.md,CONTRIBUTING.rst,LICENSE,CODE_OF_CONDUCT.md,,,,2025-08-18T13:36:04.157Z,10,GitHub,,pyiron_atomistics,git,,328118878,,,47,"['dft', 'gaussian', 'lammps', 'pyiron', 'python', 'vasp']",https://github.com/pyiron/pyiron_atomistics/blob/main/CODE_OF_CONDUCT.md,https://github.com/pyiron/pyiron_atomistics/blob/main/CONTRIBUTING.rst,[],
materialsproject/maggma,Building blocks for scientific data pipelines,False,2017-06-13T20:50:20.000Z,2025-09-04T19:15:42.775Z,2025-09-01T08:01:53.000Z,https://materialsproject.github.io/maggma/,17211.0,42.0,Python,True,False,True,34,,44.0,main,9.0,94256653,,Other,False,35,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2025-08-13T19:18:14.893Z,10,GitHub,,maggma,git,,94256653,,,35,[],https://github.com/materialsproject/maggma/blob/main/CODE_OF_CONDUCT.md,,[],
aiidateam/aiida-common-workflows,A repository for the implementation of common workflow interfaces across materials-science codes and plugins,False,2020-02-19T10:59:08.000Z,2023-09-16T12:35:02.802Z,2023-09-16T12:22:49.000Z,https://aiida-common-workflows.readthedocs.io,1847.0,41.0,Python,True,True,False,26,,53.0,master,13.0,241599428,,MIT,False,20,README.md,CHANGELOG.md,,LICENSE.txt,,,,,2023-09-16T12:35:02.801Z,7,GitHub,,,git,,241599428,,,20,"['aiida', 'common-workflows', 'dft']",,,[],
materialsproject/pyrho,,False,2020-05-25T22:44:02.000Z,2025-09-04T19:15:44.341Z,2025-09-01T00:23:24.000Z,https://materialsproject.github.io/pyrho/,50070.0,40.0,Python,True,True,True,9,,5.0,main,8.0,266894456,,Other,False,7,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2024-10-22T22:22:04.652Z,7,GitHub,,pyrho,git,,266894456,,,7,[],https://github.com/materialsproject/.github/blob/main/.github/code_of_conduct.md,https://github.com/materialsproject/pyrho/blob/main/CONTRIBUTING.md,[],
materialsproject/MPContribs,Platform for materials scientists to contribute and disseminate their materials data through Materials Project,False,2014-12-11T18:25:27.000Z,2025-09-05T01:10:18.567Z,2025-09-05T01:03:18.000Z,https://mpcontribs.org,28415.0,39.0,Jupyter Notebook,True,False,False,24,,33.0,master,9.0,27885364,,MIT,False,23,README.md,,,LICENSE,,,,,2025-09-05T01:10:18.566Z,10,GitHub,,MPContribs,git,,27885364,,,23,"['aws-cloudformation', 'bravado', 'dissemination', 'django', 'docker', 'fargate', 'flasgger', 'flask', 'flask-mongoengine', 'handsontable', 'jupyter', 'kong', 'marshmallow', 'mongodb', 'mongoengine', 'python', 'swagger', 'webpack']",https://github.com/materialsproject/.github/blob/main/.github/code_of_conduct.md,,[],
SMTG-Bham/galore,Gaussian and Lorentzian smearing of simulated spectra,False,2016-07-22T09:43:09.000Z,2025-03-03T17:13:48.556Z,2024-10-08T16:23:36.000Z,,3076.0,38.0,Python,True,True,False,12,,6.0,master,7.0,63942513,,GPL-3.0,False,5,README.rst,CHANGELOG.rst,CONTRIBUTING.rst,LICENSE,,,,,2024-10-07T15:17:40.374Z,7,GitHub,,galore,git,,63942513,,,5,[],,https://github.com/SMTG-Bham/galore/blob/master/CONTRIBUTING.rst,[],
mturiansky/nonrad,Implementation for computing nonradiative recombination rates in semiconductors,False,2019-05-08T20:34:42.000Z,2024-03-11T23:53:02.054Z,2024-03-11T23:37:45.000Z,https://nonrad.readthedocs.io/en/latest/,3324.0,38.0,Python,True,True,False,20,,0.0,master,2.0,185675718,,MIT,False,2,README.md,,,LICENSE,,,,,2024-03-11T23:53:02.053Z,7,GitHub,,,git,,185675718,,,2,"['defects', 'materials-science', 'physics', 'python3']",,,[],
stfc/janus-core,Tools for machine learnt interatomic potentials,False,2024-02-07T11:12:56.000Z,2025-09-05T14:51:13.714Z,2025-09-05T14:08:08.000Z,https://stfc.github.io/janus-core/,116097.0,36.0,Python,True,False,True,13,,50.0,main,7.0,754081470,,BSD-3-Clause,False,9,README.md,,contributing.md,LICENSE,,,,,2025-09-05T14:51:13.713Z,7,GitHub,,janus-core,git,,754081470,,,9,[],,https://github.com/stfc/janus-core/blob/main/contributing.md,[],
fekad/jupyter-jsmol,This is JSmol viewer widget for Jupyter Notebooks and JupyterLab,False,2020-02-16T17:57:18.000Z,2025-03-24T22:22:08.568Z,2023-03-07T01:26:13.000Z,,23305.0,33.0,JavaScript,True,False,False,15,,19.0,master,3.0,240938518,,Other,False,4,README.md,,,LICENSE,,,,,2022-01-12T13:51:00.595Z,5,GitHub,,jupyter-jsmol,git,,240938518,,,4,[],,,[],
deepmodeling/APEX,APEX: Alloy Properties EXplorer using simulations,False,2023-04-20T06:13:42.000Z,2025-06-03T09:02:08.567Z,2025-05-07T07:41:26.000Z,,19381.0,33.0,Python,True,True,False,23,,1.0,main,7.0,630320725,,LGPL-3.0,False,6,README.md,,,LICENSE,,,,,2025-06-03T09:02:08.567Z,7,GitHub,,APEX,git,,630320725,,,6,[],,,[],
santoshkumarradha/pysktb,Scientific Python package for solving Slater Koster tight-binding topological hamiltonian,False,2020-04-12T15:42:07.000Z,2022-12-24T21:24:51.000Z,2022-12-24T21:31:40.000Z,https://pysktb.readthedocs.io/,11170.0,32.0,Python,True,True,False,7,,2.0,master,3.0,255115236,,,False,2,README.md,,,,,,,,2022-12-24T21:34:02.639Z,5,GitHub,,,git,,255115236,,,2,"['band-structure', 'computational-physics', 'condensed', 'dft', 'electronic-structure', 'electronic-structure-calculations', 'hamiltonian', 'physics', 'pymatgen', 'pysktb', 'python', 'quantum', 'slater-koster', 'tight-binding', 'topological-insulator', 'topological-insulators', 'topology']",,,[],
ml-evs/matador,"⚗️ matador is an aggregator, manipulator and runner of first-principles calculations, written with a bent towards battery 🔋 electrode materials.",False,2019-03-25T11:42:14.000Z,2025-04-16T11:51:02.205Z,2025-04-16T11:49:59.000Z,https://matador-db.readthedocs.io,42337.0,31.0,Python,True,False,False,19,,29.0,master,2.0,177575200,,MIT,False,5,README.rst,CHANGELOG.rst,CONTRIBUTING.rst,LICENSE,CODE_OF_CONDUCT.md,,,,2025-04-16T11:51:02.204Z,6,GitHub,,matador,git,,177575200,,,5,"['computational-chemistry', 'materials-science', 'python']",https://github.com/ml-evs/matador/blob/master/CODE_OF_CONDUCT.md,https://github.com/ml-evs/matador/blob/master/CONTRIBUTING.rst,[],
GEMDAT-repos/GEMDAT,Python toolkit for molecular dynamics analysis,False,2023-06-13T09:04:36.000Z,2025-04-17T09:31:03.935Z,2025-04-17T09:29:42.000Z,https://gemdat.readthedocs.io,7074.0,30.0,Python,True,True,False,4,,3.0,main,1.0,653022851,,Apache-2.0,False,5,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-04-17T09:31:03.934Z,7,GitHub,,GEMDAT,git,,653022851,,,5,"['data-analysis', 'lammps', 'molecular-dynamics', 'python', 'vasp']",https://github.com/GEMDAT-repos/GEMDAT/blob/main/CODE_OF_CONDUCT.md,https://github.com/GEMDAT-repos/GEMDAT/blob/main/CONTRIBUTING.md,[],
jacksund/simmate,Simmate is a toolbox and full-stack framework for chemistry research.,False,2020-12-10T02:01:36.000Z,2025-04-20T17:20:03.820Z,2025-04-20T17:18:49.000Z,https://simmate.org,129619.0,30.0,Python,True,False,True,10,,44.0,main,2.0,320131443,,BSD-3-Clause,False,8,README.md,,.github/CONTRIBUTING.md,LICENSE,.github/CODE_OF_CONDUCT.md,,,,2025-04-20T17:20:03.818Z,6,GitHub,,simmate,git,,320131443,,,8,[],https://github.com/jacksund/simmate/blob/main/.github/CODE_OF_CONDUCT.md,https://github.com/jacksund/simmate/blob/main/.github/CONTRIBUTING.md,"['https://github.com/numfocus', 'https://numfocus.org/donate-to-conda-forge']",
sparks-baird/xtal2png,Encode/decode a crystal structure to/from a grayscale PNG image for direct use with image-based machine learning models such as Palette.,False,2022-05-20T19:01:34.000Z,2023-04-21T13:08:51.000Z,2023-05-27T04:25:06.000Z,https://xtal2png.readthedocs.io/,22321.0,28.0,Python,True,True,False,3,,24.0,main,3.0,494577970,,MIT,False,5,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE.txt,,,,,2023-02-04T01:27:11.928Z,7,GitHub,,,git,,494577970,,,5,"['crystallography', 'image-processing', 'machine-learning', 'materials-informatics', 'materials-science', 'python']",,,[],
WMD-group/PDynA,Python package to analyse the structural dynamics of perovskites,False,2022-11-21T11:58:42.000Z,2024-09-23T21:30:09.351Z,2024-09-23T21:06:57.000Z,,100440.0,28.0,Python,True,True,False,2,,0.0,main,2.0,568782890,,MIT,False,4,README.md,,docs/Contributing.rst,LICENSE,,,,,2024-09-23T21:30:09.348Z,6,GitHub,,PDynA,git,,568782890,,,4,"['computational-chemistry', 'machine-learning', 'materials-informatics', 'materials-science', 'perovskites', 'python']",,https://github.com/WMD-group/PDynA/blob/main/docs/Contributing.rst,[],
sparks-baird/mat_discover,A materials discovery algorithm geared towards exploring high-performance candidates in new chemical spaces.,False,2021-08-05T04:07:17.000Z,2023-04-26T22:31:49.000Z,2023-07-31T21:32:29.000Z,https://mat-discover.readthedocs.io/,92939.0,27.0,Python,True,True,True,7,,29.0,main,2.0,392897894,,MIT,False,5,README.md,,CONTRIBUTING.md,LICENSE,,,,,2023-06-23T13:54:04.619Z,6,GitHub,,,git,,392897894,,,5,"['adaptive-design', 'bayesian-optimization', 'crabnet', 'earth-mover-distance', 'earth-movers-distance', 'machine-learning', 'matdiscover', 'materials-discoveries', 'materials-discovery', 'materials-informatics', 'materials-project', 'materials-science', 'materials-screening', 'numba', 'predict-materials-properties', 'python', 'pytorch', 'wasserstein', 'wasserstein-distance', 'wasserstein-metric']",,,[],
dwiddo/average-minimum-distance,Descriptors (isometry invariants) of crystals based on geometry.,False,2021-06-10T21:41:53.000Z,2025-06-17T19:54:53.497Z,2025-06-17T19:41:00.000Z,https://pypi.org/project/average-minimum-distance/,13475.0,27.0,Python,True,True,False,0,,0.0,master,1.0,375836911,,Other,False,1,README.md,CHANGELOG.md,,LICENSE,,,,,2025-06-17T19:45:43.803Z,5,GitHub,,average-minimum-distance,git,,375836911,,,1,"['crystallography', 'geometry', 'python']",,,[],
idocx/Atom2Vec,Atom2Vec: a simple way to describe atoms for machine learning,False,2020-01-18T23:31:47.000Z,2024-02-23T21:44:34.049Z,2024-02-23T21:44:03.000Z,,1417.0,27.0,Python,True,True,False,9,,2.0,main,1.0,234812149,,MIT,False,1,README.md,,,,,,,,2024-02-23T21:44:34.047Z,5,GitHub,,,git,,234812149,,,1,[],,,[],
